text,label,domain,timestamp,clean_text,tokens,joined_tokens
The overpriced invoice in my area is causing frequent dropped calls.,neutral,telecom,2025-10-02 17:33:22.094973,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call
I need to speak with coverage about a unlimited charge.,positive,telecom,2025-10-02 03:58:34.260180,I need to speak with coverage about a unlimited charge.,"['need', 'speak', 'coverage', 'unlimited', 'charge']",need speak coverage unlimited charge
My coverage has been poor for the past few hours. ?!?,neutral,telecom,2025-10-02 21:09:46.425386,My coverage has been poor for the past few hours. ?,"['coverage', 'poor', 'past', 'hour']",coverage poor past hour
I need to speak with customer service about a unstable charge.,neutral,telecom,2025-10-02 12:49:58.590593,I need to speak with customer service about a unstable charge.,"['need', 'speak', 'customer', 'service', 'unstable', 'charge']",need speak customer service unstable charge
My network has been unlimited for the past few hours.,positive,telecom,2025-10-03 03:11:10.755799,My network has been unlimited for the past few hours.,"['network', 'unlimited', 'past', 'hour']",network unlimited past hour
[REF-8749] The poor outage  you know in my area is causing frequent dropped calls.... (ticket:732192),negative,telecom,2025-10-03 07:21:22.921006,[REF-8749] The poor outage you know in my area is causing frequent dropped calls. (ticket:732192),"['ref-8749', 'poor', 'outage', 'know', 'area', 'causing', 'frequent', 'dropped', 'call', 'ticket:732192']",ref-8749 poor outage know area causing frequent dropped call ticket:732192
The unstable customer service in my  you know area is causing frequent dropped calls.,negative,telecom,2025-10-02 13:25:35.086212,The unstable customer service in my you know area is causing frequent dropped calls.,"['unstable', 'customer', 'service', 'know', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable customer service know area causing frequent dropped call
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 09:42:47.251419,The frustrating coverage in my area is causing frequent dropped calls.,"['frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating coverage area causing frequent dropped call
I need to speak with invoice about a unlimited charge.,positive,telecom,2025-10-03 09:40:59.416625,I need to speak with invoice about a unlimited charge.,"['need', 'speak', 'invoice', 'unlimited', 'charge']",need speak invoice unlimited charge
The frustrating network in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 03:01:11.581832,The frustrating network in my area is causing frequent dropped calls.,"['frustrating', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating network area causing frequent dropped call
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 14:31:23.747038,The poor dropped call in my area is causing frequent dropped calls.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 23:50:35.912245,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-10-03 16:51:48.077451,THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call
The poor data plan in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 01:44:00.242658,The poor data plan in my area is causing frequent dropped calls.,"['poor', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",poor data plan area causing frequent dropped call
[REF-5048] The poor billing in ...  my area is causing frequent dropped calls.,negative,telecom,2025-10-03 18:34:12.407864,[REF-5048] The poor billing in . my area is causing frequent dropped calls.,"['ref-5048', 'poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5048 poor billing area causing frequent dropped call
I was escalated an incorrect amount on my recent billing....,neutral,telecom,2025-10-04 04:45:24.573071,I was escalated an incorrect amount on my recent billing.,"['escalated', 'incorrect', 'amount', 'recent', 'billing']",escalated incorrect amount recent billing
The frustrating network in my area is causing frequent dr ... opped calls.,negative,telecom,2025-10-04 14:37:36.738277,The frustrating network in my area is causing frequent dr . opped calls.,"['frustrating', 'network', 'area', 'causing', 'frequent', 'dr', 'opped', 'call']",frustrating network area causing frequent dr opped call
My dropped call has been unstable for the past few hours.,neutral,telecom,2025-10-04 17:45:48.903484,My dropped call has been unstable for the past few hours.,"['dropped', 'call', 'unstable', 'past', 'hour']",dropped call unstable past hour
THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS....,neutral,telecom,2025-10-03 23:13:01.068690,THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call
My mobile SIM card was suddenly restarted without any warning.,neutral,telecom,2025-10-04 03:10:13.233897,My mobile SIM card was suddenly restarted without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'restarted', 'without', 'warning']",mobile sim card suddenly restarted without warning
I was disconnected an incorrect amount on my recent customer service.,neutral,telecom,2025-10-04 10:59:25.399103,I was disconnected an incorrect amount on my recent customer service.,"['disconnected', 'incorrect', 'amount', 'recent', 'customer', 'service']",disconnected incorrect amount recent customer service
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 15:05:37.564310,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 20:55:49.729516,The overpriced billing in my area is causing frequent dropped calls.,"['overpriced', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced billing area causing frequent dropped call
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-10-05 05:53:01.894723,My mobile signal was suddenly resolved without any warning.,"['mobile', 'signal', 'suddenly', 'resolved', 'without', 'warning']",mobile signal suddenly resolved without warning
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 14:35:14.059929,The overpriced billing in my area is causing frequent dropped calls.,"['overpriced', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced billing area causing frequent dropped call
I need to speak with billing about a unlimited charge.,positive,telecom,2025-10-05 11:18:26.225136,I need to speak with billing about a unlimited charge.,"['need', 'speak', 'billing', 'unlimited', 'charge']",need speak billing unlimited charge
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 21:05:38.390342,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call
Can you check if there is a service SIM card in my location?,positive,telecom,2025-10-05 15:49:50.555549,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location
The unstable signal in my area is causing frequent dropped calls.,negative,telecom,2025-10-05 05:22:02.720755,The unstable signal in my area is causing frequent dropped calls.,"['unstable', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable signal area causing frequent dropped call
My customer service has been excellent for the past few hours.,positive,telecom,2025-10-05 16:21:14.885962,My customer service has been excellent for the past few hours.,"['customer', 'service', 'excellent', 'past', 'hour']",customer service excellent past hour
My invoice has been helpful for the past few hours.,positive,telecom,2025-10-05 09:18:27.051168,My invoice has been helpful for the past few hours.,"['invoice', 'helpful', 'past', 'hour']",invoice helpful past hour
I need to speak with customer service about a poor charge.,neutral,telecom,2025-10-06 01:20:39.216375,I need to speak with customer service about a poor charge.,"['need', 'speak', 'customer', 'service', 'poor', 'charge']",need speak customer service poor charge
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-10-05 16:29:51.381581,The unstable roaming in my area is causing frequent dropped calls.,"['unstable', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable roaming area causing frequent dropped call
Can you check if th like ere is a service coverage in my location?,positive,telecom,2025-10-05 22:07:03.546788,Can you check if th like ere is a service coverage in my location?,"['check', 'th', 'like', 'ere', 'service', 'coverage', 'location']",check th like ere service coverage location
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-06 01:57:15.711994,The unstable dropped call in my area is causing frequent dropped calls.,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call
