text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg
My invoice has been overpriced for the past few hours.,neutral,telecom,2025-09-30 15:03:31.782082,My invoice has been overpriced for the past few hours.,"['invoice', 'overpriced', 'past', 'hour']",invoice overpriced past hour,0.0,0.0,1.0,0.0
I need to speak with roaming about a intermittent charge.,positive,telecom,2025-09-30 13:25:43.947289,I need to speak with roaming about a intermittent charge.,"['need', 'speak', 'roaming', 'intermittent', 'charge']",need speak roaming intermittent charge,0.0,0.0,1.0,0.0
The overpriced outage in my are like a is causing frequent dropped calls.,negative,telecom,2025-10-01 02:34:56.112495,The overpriced outage in my are like a is causing frequent dropped calls.,"['overpriced', 'outage', 'like', 'causing', 'frequent', 'dropped', 'call']",overpriced outage like causing frequent dropped call,0.3612,0.172,0.828,0.0
I was escalated an incorrect amount on my recent SIM card.,neutral,telecom,2025-09-30 22:08:08.277702,I was escalated an incorrect amount on my recent SIM card.,"['escalated', 'incorrect', 'amount', 'recent', 'sim', 'card']",escalated incorrect amount recent sim card,0.0,0.0,1.0,0.0
Can you check if there is a service signal  you know in my location?,neutral,telecom,2025-09-30 21:35:20.442908,Can you check if there is a service signal you know in my location?,"['check', 'service', 'signal', 'know', 'location']",check service signal know location,0.0,0.0,1.0,0.0
I was disconnected an incorrect amount on my recent invoice.,neutral,telecom,2025-10-01 01:08:32.608115,I was disconnected an incorrect amount on my recent invoice.,"['disconnected', 'incorrect', 'amount', 'recent', 'invoice']",disconnected incorrect amount recent invoice,0.0,0.0,1.0,0.0
The frustrating roaming in my area is causing frequent dropped calls....,neutral,telecom,2025-10-01 02:06:44.773321,The frustrating roaming in my area is causing frequent dropped calls.,"['frustrating', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating roaming area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I was reported an incorrect amount on my recent network.,positive,telecom,2025-10-01 15:28:56.938528,I was reported an incorrect amount on my recent network.,"['reported', 'incorrect', 'amount', 'recent', 'network']",reported incorrect amount recent network,0.0,0.0,1.0,0.0
My mobile outage was suddenly charged without any warning.,neutral,telecom,2025-10-02 03:21:09.103734,My mobile outage was suddenly charged without any warning.,"['mobile', 'outage', 'suddenly', 'charged', 'without', 'warning']",mobile outage suddenly charged without warning,0.0608,0.188,0.646,0.166
[REF-1605] Can you check if there is a service data plan in my location?,neutral,telecom,2025-10-01 13:06:21.268941,[REF-1605] Can you check if there is a service data plan in my location?,"['ref-1605', 'check', 'service', 'data', 'plan', 'location']",ref-1605 check service data plan location,0.0,0.0,1.0,0.0
I was escalated an incorrect amount on my recent roaming.,positive,telecom,2025-10-01 17:13:33.434147,I was escalated an incorrect amount on my recent roaming.,"['escalated', 'incorrect', 'amount', 'recent', 'roaming']",escalated incorrect amount recent roaming,0.0,0.0,1.0,0.0
[REF-9684] My mobile signal was suddenly restarted without any warning.,neutral,telecom,2025-10-02 11:52:45.599354,[REF-9684] My mobile signal was suddenly restarted without any warning.,"['ref-9684', 'mobile', 'signal', 'suddenly', 'restarted', 'without', 'warning']",ref-9684 mobile signal suddenly restarted without warning,0.2584,0.184,0.816,0.0
My mobile invoice was suddenly resolved without any warning.,positive,telecom,2025-10-01 21:28:57.764560,My mobile invoice was suddenly resolved without any warning.,"['mobile', 'invoice', 'suddenly', 'resolved', 'without', 'warning']",mobile invoice suddenly resolved without warning,0.409,0.348,0.652,0.0
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-10-02 10:31:09.929767,The unstable network in my area is causing frequent dropped calls.,"['unstable', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable network area causing frequent dropped call,-0.3612,0.0,0.8,0.2
The overpriced invoice in my area is causing frequent dropped calls.,neutral,telecom,2025-10-02 17:33:22.094973,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with coverage about a unlimited charge.,positive,telecom,2025-10-02 03:58:34.260180,I need to speak with coverage about a unlimited charge.,"['need', 'speak', 'coverage', 'unlimited', 'charge']",need speak coverage unlimited charge,0.0,0.0,1.0,0.0
My coverage has been poor for the past few hours. ?!?,neutral,telecom,2025-10-02 21:09:46.425386,My coverage has been poor for the past few hours. ?,"['coverage', 'poor', 'past', 'hour']",coverage poor past hour,-0.4767,0.0,0.763,0.237
I need to speak with customer service about a unstable charge.,neutral,telecom,2025-10-02 12:49:58.590593,I need to speak with customer service about a unstable charge.,"['need', 'speak', 'customer', 'service', 'unstable', 'charge']",need speak customer service unstable charge,-0.3612,0.0,0.8,0.2
My network has been unlimited for the past few hours.,positive,telecom,2025-10-03 03:11:10.755799,My network has been unlimited for the past few hours.,"['network', 'unlimited', 'past', 'hour']",network unlimited past hour,0.0,0.0,1.0,0.0
[REF-8749] The poor outage  you know in my area is causing frequent dropped calls.... (ticket:732192),negative,telecom,2025-10-03 07:21:22.921006,[REF-8749] The poor outage you know in my area is causing frequent dropped calls. (ticket:732192),"['ref-8749', 'poor', 'outage', 'know', 'area', 'causing', 'frequent', 'dropped', 'call', 'ticket:732192']",ref-8749 poor outage know area causing frequent dropped call ticket:732192,-0.4767,0.0,0.819,0.181
The unstable customer service in my  you know area is causing frequent dropped calls.,negative,telecom,2025-10-02 13:25:35.086212,The unstable customer service in my you know area is causing frequent dropped calls.,"['unstable', 'customer', 'service', 'know', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable customer service know area causing frequent dropped call,-0.3612,0.0,0.839,0.161
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 09:42:47.251419,The frustrating coverage in my area is causing frequent dropped calls.,"['frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating coverage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I need to speak with invoice about a unlimited charge.,positive,telecom,2025-10-03 09:40:59.416625,I need to speak with invoice about a unlimited charge.,"['need', 'speak', 'invoice', 'unlimited', 'charge']",need speak invoice unlimited charge,0.0,0.0,1.0,0.0
The frustrating network in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 03:01:11.581832,The frustrating network in my area is causing frequent dropped calls.,"['frustrating', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating network area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 14:31:23.747038,The poor dropped call in my area is causing frequent dropped calls.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call,-0.4767,0.0,0.78,0.22
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-03 23:50:35.912245,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-10-03 16:51:48.077451,THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The poor data plan in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 01:44:00.242658,The poor data plan in my area is causing frequent dropped calls.,"['poor', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",poor data plan area causing frequent dropped call,-0.4767,0.0,0.78,0.22
[REF-5048] The poor billing in ...  my area is causing frequent dropped calls.,negative,telecom,2025-10-03 18:34:12.407864,[REF-5048] The poor billing in . my area is causing frequent dropped calls.,"['ref-5048', 'poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5048 poor billing area causing frequent dropped call,-0.4767,0.0,0.795,0.205
I was escalated an incorrect amount on my recent billing....,neutral,telecom,2025-10-04 04:45:24.573071,I was escalated an incorrect amount on my recent billing.,"['escalated', 'incorrect', 'amount', 'recent', 'billing']",escalated incorrect amount recent billing,0.0,0.0,1.0,0.0
The frustrating network in my area is causing frequent dr ... opped calls.,negative,telecom,2025-10-04 14:37:36.738277,The frustrating network in my area is causing frequent dr . opped calls.,"['frustrating', 'network', 'area', 'causing', 'frequent', 'dr', 'opped', 'call']",frustrating network area causing frequent dr opped call,-0.4404,0.0,0.805,0.195
My dropped call has been unstable for the past few hours.,neutral,telecom,2025-10-04 17:45:48.903484,My dropped call has been unstable for the past few hours.,"['dropped', 'call', 'unstable', 'past', 'hour']",dropped call unstable past hour,-0.3612,0.0,0.8,0.2
THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS....,neutral,telecom,2025-10-03 23:13:01.068690,THE INTERMITTENT OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile SIM card was suddenly restarted without any warning.,neutral,telecom,2025-10-04 03:10:13.233897,My mobile SIM card was suddenly restarted without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'restarted', 'without', 'warning']",mobile sim card suddenly restarted without warning,0.2584,0.184,0.816,0.0
I was disconnected an incorrect amount on my recent customer service.,neutral,telecom,2025-10-04 10:59:25.399103,I was disconnected an incorrect amount on my recent customer service.,"['disconnected', 'incorrect', 'amount', 'recent', 'customer', 'service']",disconnected incorrect amount recent customer service,0.0,0.0,1.0,0.0
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 15:05:37.564310,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call,-0.4404,0.0,0.791,0.209
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 20:55:49.729516,The overpriced billing in my area is causing frequent dropped calls.,"['overpriced', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced billing area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-10-05 05:53:01.894723,My mobile signal was suddenly resolved without any warning.,"['mobile', 'signal', 'suddenly', 'resolved', 'without', 'warning']",mobile signal suddenly resolved without warning,0.409,0.348,0.652,0.0
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 14:35:14.059929,The overpriced billing in my area is causing frequent dropped calls.,"['overpriced', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced billing area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with billing about a unlimited charge.,positive,telecom,2025-10-05 11:18:26.225136,I need to speak with billing about a unlimited charge.,"['need', 'speak', 'billing', 'unlimited', 'charge']",need speak billing unlimited charge,0.0,0.0,1.0,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-10-04 21:05:38.390342,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
